O*NET-SOC Code,Title,Element ID,Element Name,Importance,Importance_SE,Importance_LowerCI,Importance_UpperCI,Level,Level_SE,Level_LowerCI,Level_UpperCI,SkillScore
49-2097.00,Audiovisual Equipment Installers and Repairers,2.A.2.a,Critical Thinking,3.12,0.125,2.88,3.37,3.5,0.189,3.1296,3.8704,31.2
49-2097.00,Audiovisual Equipment Installers and Repairers,2.A.2.b,Active Learning,2.88,0.125,2.63,3.12,3.0,0.189,2.6296,3.3704,24.7
49-2097.00,Audiovisual Equipment Installers and Repairers,2.A.2.c,Learning Strategies,2.62,0.183,2.2664,2.9836,2.75,0.1637,2.4292,3.0708,20.6
49-2097.00,Audiovisual Equipment Installers and Repairers,2.A.2.d,Monitoring,2.88,0.125,2.63,3.12,2.88,0.125,2.63,3.12,23.7
49-2098.00,Security and Fire Alarm Systems Installers,2.A.1.a,Reading Comprehension,3.12,0.125,2.88,3.37,3.25,0.1637,2.9292,3.5708,29.0
49-2098.00,Security and Fire Alarm Systems Installers,2.A.1.b,Active Listening,3.25,0.25,2.76,3.74,3.12,0.2266,2.6809,3.5691,29.0
49-2098.00,Security and Fire Alarm Systems Installers,2.A.1.c,Writing,2.88,0.2266,2.4309,3.3191,2.88,0.125,2.63,3.12,23.7
49-2098.00,Security and Fire Alarm Systems Installers,2.A.1.d,Speaking,3.38,0.183,3.0164,3.7336,3.0,0.0,3.0,3.0,29.0
49-2098.00,Security and Fire Alarm Systems Installers,2.A.1.e,Mathematics,2.12,0.125,1.88,2.37,2.12,0.125,1.88,2.37,12.8
49-2098.00,Security and Fire Alarm Systems Installers,2.A.1.f,Science,1.75,0.1637,1.4292,2.0708,1.25,0.3134,0.6358,1.8642,6.2
49-2098.00,Security and Fire Alarm Systems Installers,2.A.2.a,Critical Thinking,3.38,0.183,3.0164,3.7336,3.5,0.189,3.1296,3.8704,33.8
49-2098.00,Security and Fire Alarm Systems Installers,2.A.2.b,Active Learning,2.88,0.125,2.63,3.12,3.0,0.189,2.6296,3.3704,24.7
49-2098.00,Security and Fire Alarm Systems Installers,2.A.2.c,Learning Strategies,2.38,0.183,2.0164,2.7336,2.38,0.183,2.0164,2.7336,16.2
49-2098.00,Security and Fire Alarm Systems Installers,2.A.2.d,Monitoring,3.0,0.0,3.0,3.0,3.12,0.125,2.88,3.37,26.7
49-3011.00,Aircraft Mechanics and Service Technicians,2.A.1.a,Reading Comprehension,4.12,0.125,3.88,4.37,4.12,0.125,3.88,4.37,48.5
49-3011.00,Aircraft Mechanics and Service Technicians,2.A.1.b,Active Listening,3.5,0.189,3.1296,3.8704,3.38,0.183,3.0164,3.7336,33.8
49-3011.00,Aircraft Mechanics and Service Technicians,2.A.1.c,Writing,3.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,25.7
49-3011.00,Aircraft Mechanics and Service Technicians,2.A.1.d,Speaking,3.25,0.1637,2.9292,3.5708,3.25,0.1637,2.9292,3.5708,30.2
49-3011.00,Aircraft Mechanics and Service Technicians,2.A.1.e,Mathematics,2.88,0.125,2.63,3.12,2.88,0.125,2.63,3.12,23.7
49-3011.00,Aircraft Mechanics and Service Technicians,2.A.1.f,Science,2.38,0.183,2.0164,2.7336,2.62,0.183,2.2664,2.9836,17.8
49-3011.00,Aircraft Mechanics and Service Technicians,2.A.2.a,Critical Thinking,4.0,0.189,3.6296,4.3704,4.12,0.125,3.88,4.37,47.1
49-3011.00,Aircraft Mechanics and Service Technicians,2.A.2.b,Active Learning,3.12,0.125,2.88,3.37,3.25,0.1637,2.9292,3.5708,29.0
49-3011.00,Aircraft Mechanics and Service Technicians,2.A.2.c,Learning Strategies,2.75,0.1637,2.4292,3.0708,2.75,0.1637,2.4292,3.0708,21.6
49-3011.00,Aircraft Mechanics and Service Technicians,2.A.2.d,Monitoring,3.62,0.183,3.2664,3.9836,3.25,0.1637,2.9292,3.5708,33.6
49-3021.00,Automotive Body and Related Repairers,2.A.1.a,Reading Comprehension,2.88,0.125,2.63,3.12,2.88,0.125,2.63,3.12,23.7
49-3021.00,Automotive Body and Related Repairers,2.A.1.b,Active Listening,3.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,25.7
49-3021.00,Automotive Body and Related Repairers,2.A.1.c,Writing,2.38,0.183,2.0164,2.7336,2.12,0.125,1.88,2.37,14.4
49-3021.00,Automotive Body and Related Repairers,2.A.1.d,Speaking,3.0,0.0,3.0,3.0,2.75,0.1637,2.4292,3.0708,23.6
49-3021.00,Automotive Body and Related Repairers,2.A.1.e,Mathematics,2.12,0.125,1.88,2.37,2.0,0.0,2.0,2.0,12.1
49-3021.00,Automotive Body and Related Repairers,2.A.1.f,Science,1.25,0.1637,1.0,1.5708,0.25,0.1637,0.0,0.5708,0.9
49-3021.00,Automotive Body and Related Repairers,2.A.2.a,Critical Thinking,3.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,25.7
49-3021.00,Automotive Body and Related Repairers,2.A.2.b,Active Learning,2.88,0.125,2.63,3.12,2.25,0.1637,1.9292,2.5708,18.5
49-3021.00,Automotive Body and Related Repairers,2.A.2.c,Learning Strategies,2.25,0.1637,1.9292,2.5708,2.12,0.125,1.88,2.37,13.6
49-3021.00,Automotive Body and Related Repairers,2.A.2.d,Monitoring,3.0,0.0,3.0,3.0,2.88,0.125,2.63,3.12,24.7
49-3022.00,Automotive Glass Installers and Repairers,2.A.1.a,Reading Comprehension,2.5,0.189,2.1296,2.8704,2.5,0.189,2.1296,2.8704,17.9
49-3022.00,Automotive Glass Installers and Repairers,2.A.1.b,Active Listening,2.88,0.125,2.63,3.12,2.75,0.1637,2.4292,3.0708,22.6
49-3022.00,Automotive Glass Installers and Repairers,2.A.1.c,Writing,2.38,0.183,2.0164,2.7336,2.38,0.2631,1.8594,2.8906,16.2
49-3022.00,Automotive Glass Installers and Repairers,2.A.1.d,Speaking,3.0,0.0,3.0,3.0,2.62,0.2631,2.1094,3.1406,22.5
49-3022.00,Automotive Glass Installers and Repairers,2.A.1.e,Mathematics,2.0,0.0,2.0,2.0,1.75,0.1637,1.4292,2.0708,10.0
49-3022.00,Automotive Glass Installers and Repairers,2.A.1.f,Science,1.5,0.189,1.1296,1.8704,0.5,0.189,0.1296,0.8704,2.1
49-3022.00,Automotive Glass Installers and Repairers,2.A.2.a,Critical Thinking,2.88,0.125,2.63,3.12,2.75,0.25,2.26,3.24,22.6
49-3022.00,Automotive Glass Installers and Repairers,2.A.2.b,Active Learning,2.62,0.183,2.2664,2.9836,2.38,0.183,2.0164,2.7336,17.8
49-3022.00,Automotive Glass Installers and Repairers,2.A.2.c,Learning Strategies,2.38,0.2631,1.8594,2.8906,2.12,0.3504,1.4383,2.8117,14.4
49-3022.00,Automotive Glass Installers and Repairers,2.A.2.d,Monitoring,2.88,0.125,2.63,3.12,2.62,0.2631,2.1094,3.1406,21.6
49-3023.00,Automotive Service Technicians and Mechanics,2.A.1.a,Reading Comprehension,2.88,0.125,2.63,3.12,2.88,0.125,2.63,3.12,23.7
49-3023.00,Automotive Service Technicians and Mechanics,2.A.1.b,Active Listening,3.25,0.1637,2.9292,3.5708,3.0,0.0,3.0,3.0,27.9
49-3023.00,Automotive Service Technicians and Mechanics,2.A.1.c,Writing,2.62,0.183,2.2664,2.9836,2.38,0.183,2.0164,2.7336,17.8
49-3023.00,Automotive Service Technicians and Mechanics,2.A.1.d,Speaking,3.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,25.7
49-3023.00,Automotive Service Technicians and Mechanics,2.A.1.e,Mathematics,2.25,0.1637,1.9292,2.5708,2.12,0.125,1.88,2.37,13.6
49-3023.00,Automotive Service Technicians and Mechanics,2.A.1.f,Science,1.5,0.189,1.1296,1.8704,0.5,0.189,0.1296,0.8704,2.1
49-3023.00,Automotive Service Technicians and Mechanics,2.A.2.a,Critical Thinking,3.5,0.189,3.1296,3.8704,3.75,0.1637,3.4292,4.0708,37.5
49-3023.00,Automotive Service Technicians and Mechanics,2.A.2.b,Active Learning,3.0,0.0,3.0,3.0,3.12,0.125,2.88,3.37,26.7
49-3023.00,Automotive Service Technicians and Mechanics,2.A.2.c,Learning Strategies,2.62,0.183,2.2664,2.9836,2.75,0.1637,2.4292,3.0708,20.6
49-3023.00,Automotive Service Technicians and Mechanics,2.A.2.d,Monitoring,3.12,0.125,2.88,3.37,3.0,0.0,3.0,3.0,26.7
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,2.A.1.a,Reading Comprehension,2.88,0.125,2.63,3.12,2.88,0.2266,2.4309,3.3191,23.7
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,2.A.1.b,Active Listening,3.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,25.7
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,2.A.1.c,Writing,2.62,0.183,2.2664,2.9836,2.75,0.1637,2.4292,3.0708,20.6
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,2.A.1.d,Speaking,3.12,0.125,2.88,3.37,3.0,0.0,3.0,3.0,26.7
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,2.A.1.e,Mathematics,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,11.4
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,2.A.1.f,Science,1.75,0.1637,1.4292,2.0708,1.25,0.3134,0.6358,1.8642,6.2
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,2.A.2.a,Critical Thinking,3.25,0.1637,2.9292,3.5708,3.38,0.183,3.0164,3.7336,31.4
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,2.A.2.b,Active Learning,2.75,0.1637,2.4292,3.0708,2.88,0.125,2.63,3.12,22.6
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,2.A.2.c,Learning Strategies,2.75,0.1637,2.4292,3.0708,2.62,0.183,2.2664,2.9836,20.6
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,2.A.2.d,Monitoring,3.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,25.7
49-3041.00,Farm Equipment Mechanics and Service Technicians,2.A.1.a,Reading Comprehension,3.0,0.0,3.0,3.0,2.88,0.125,2.63,3.12,24.7
49-3041.00,Farm Equipment Mechanics and Service Technicians,2.A.1.b,Active Listening,3.12,0.125,2.88,3.37,3.0,0.0,3.0,3.0,26.7
49-3041.00,Farm Equipment Mechanics and Service Technicians,2.A.1.c,Writing,2.88,0.125,2.63,3.12,2.62,0.183,2.2664,2.9836,21.6
49-3041.00,Farm Equipment Mechanics and Service Technicians,2.A.1.d,Speaking,3.12,0.125,2.88,3.37,3.0,0.0,3.0,3.0,26.7
49-3041.00,Farm Equipment Mechanics and Service Technicians,2.A.1.e,Mathematics,2.62,0.183,2.2664,2.9836,2.75,0.1637,2.4292,3.0708,20.6
49-3041.00,Farm Equipment Mechanics and Service Technicians,2.A.1.f,Science,2.0,0.189,1.6296,2.3704,1.38,0.3239,0.7402,2.0098,7.9
49-3041.00,Farm Equipment Mechanics and Service Technicians,2.A.2.a,Critical Thinking,3.5,0.189,3.1296,3.8704,3.62,0.183,3.2664,3.9836,36.2
49-3041.00,Farm Equipment Mechanics and Service Technicians,2.A.2.b,Active Learning,3.0,0.189,2.6296,3.3704,3.12,0.2266,2.6809,3.5691,26.7
49-3041.00,Farm Equipment Mechanics and Service Technicians,2.A.2.c,Learning Strategies,2.75,0.1637,2.4292,3.0708,2.75,0.1637,2.4292,3.0708,21.6
49-3041.00,Farm Equipment Mechanics and Service Technicians,2.A.2.d,Monitoring,3.12,0.125,2.88,3.37,3.0,0.0,3.0,3.0,26.7
49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines",2.A.1.a,Reading Comprehension,3.12,0.125,2.88,3.37,3.38,0.183,3.0164,3.7336,30.1
49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines",2.A.1.b,Active Listening,3.0,0.0,3.0,3.0,3.12,0.125,2.88,3.37,26.7
49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines",2.A.1.c,Writing,3.0,0.189,2.6296,3.3704,2.88,0.125,2.63,3.12,24.7
49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines",2.A.1.d,Speaking,3.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,25.7
49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines",2.A.1.e,Mathematics,2.88,0.125,2.63,3.12,2.62,0.183,2.2664,2.9836,21.6
49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines",2.A.1.f,Science,1.88,0.125,1.63,2.12,1.5,0.2673,0.9762,2.0238,8.1
49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines",2.A.2.a,Critical Thinking,3.25,0.1637,2.9292,3.5708,3.38,0.183,3.0164,3.7336,31.4
49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines",2.A.2.b,Active Learning,3.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,25.7
49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines",2.A.2.c,Learning Strategies,2.62,0.183,2.2664,2.9836,2.75,0.1637,2.4292,3.0708,20.6
49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines",2.A.2.d,Monitoring,3.0,0.189,2.6296,3.3704,3.12,0.125,2.88,3.37,26.7
49-3043.00,Rail Car Repairers,2.A.1.a,Reading Comprehension,2.88,0.125,2.63,3.12,2.75,0.1637,2.4292,3.0708,22.6
49-3043.00,Rail Car Repairers,2.A.1.b,Active Listening,3.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,25.7
49-3043.00,Rail Car Repairers,2.A.1.c,Writing,2.88,0.125,2.63,3.12,2.75,0.1637,2.4292,3.0708,22.6
49-3043.00,Rail Car Repairers,2.A.1.d,Speaking,3.0,0.0,3.0,3.0,2.38,0.183,2.0164,2.7336,20.4
49-3043.00,Rail Car Repairers,2.A.1.e,Mathematics,2.12,0.125,1.88,2.37,2.12,0.125,1.88,2.37,12.8
49-3043.00,Rail Car Repairers,2.A.1.f,Science,1.75,0.1637,1.4292,2.0708,1.0,0.2673,0.4762,1.5238,5.0
49-3043.00,Rail Car Repairers,2.A.2.a,Critical Thinking,3.25,0.1637,2.9292,3.5708,3.38,0.183,3.0164,3.7336,31.4
49-3043.00,Rail Car Repairers,2.A.2.b,Active Learning,2.75,0.1637,2.4292,3.0708,2.75,0.1637,2.4292,3.0708,21.6
49-3043.00,Rail Car Repairers,2.A.2.c,Learning Strategies,2.62,0.183,2.2664,2.9836,2.25,0.1637,1.9292,2.5708,16.8
49-3043.00,Rail Car Repairers,2.A.2.d,Monitoring,2.88,0.125,2.63,3.12,2.75,0.1637,2.4292,3.0708,22.6
49-3051.00,Motorboat Mechanics and Service Technicians,2.A.1.a,Reading Comprehension,2.75,0.1637,2.4292,3.0708,2.75,0.1637,2.4292,3.0708,21.6
49-3051.00,Motorboat Mechanics and Service Technicians,2.A.1.b,Active Listening,3.12,0.2266,2.6809,3.5691,3.0,0.0,3.0,3.0,26.7
49-3051.00,Motorboat Mechanics and Service Technicians,2.A.1.c,Writing,2.5,0.189,2.1296,2.8704,2.5,0.189,2.1296,2.8704,17.9
49-3051.00,Motorboat Mechanics and Service Technicians,2.A.1.d,Speaking,3.0,0.0,3.0,3.0,2.62,0.183,2.2664,2.9836,22.5
49-3051.00,Motorboat Mechanics and Service Technicians,2.A.1.e,Mathematics,2.25,0.1637,1.9292,2.5708,2.0,0.189,1.6296,2.3704,12.9
49-3051.00,Motorboat Mechanics and Service Technicians,2.A.1.f,Science,2.0,0.0,2.0,2.0,1.75,0.1637,1.4292,2.0708,10.0
49-3051.00,Motorboat Mechanics and Service Technicians,2.A.2.a,Critical Thinking,3.38,0.183,3.0164,3.7336,3.12,0.125,2.88,3.37,30.1
49-3051.00,Motorboat Mechanics and Service Technicians,2.A.2.b,Active Learning,2.38,0.183,2.0164,2.7336,2.25,0.1637,1.9292,2.5708,15.3
49-3051.00,Motorboat Mechanics and Service Technicians,2.A.2.c,Learning Strategies,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,11.4
49-3051.00,Motorboat Mechanics and Service Technicians,2.A.2.d,Monitoring,2.88,0.125,2.63,3.12,3.0,0.0,3.0,3.0,24.7
49-3052.00,Motorcycle Mechanics,2.A.1.a,Reading Comprehension,3.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,25.7
49-3052.00,Motorcycle Mechanics,2.A.1.b,Active Listening,3.12,0.125,2.88,3.37,3.0,0.0,3.0,3.0,26.7
49-3052.00,Motorcycle Mechanics,2.A.1.c,Writing,2.75,0.1637,2.4292,3.0708,2.88,0.125,2.63,3.12,22.6
49-3052.00,Motorcycle Mechanics,2.A.1.d,Speaking,3.12,0.125,2.88,3.37,3.0,0.189,2.6296,3.3704,26.7
49-3052.00,Motorcycle Mechanics,2.A.1.e,Mathematics,2.25,0.1637,1.9292,2.5708,2.12,0.125,1.88,2.37,13.6
49-3052.00,Motorcycle Mechanics,2.A.1.f,Science,1.88,0.125,1.63,2.12,1.25,0.25,0.76,1.74,6.7
49-3052.00,Motorcycle Mechanics,2.A.2.a,Critical Thinking,3.12,0.125,2.88,3.37,3.12,0.125,2.88,3.37,27.8
49-3052.00,Motorcycle Mechanics,2.A.2.b,Active Learning,3.12,0.125,2.88,3.37,3.12,0.125,2.88,3.37,27.8
49-3052.00,Motorcycle Mechanics,2.A.2.c,Learning Strategies,2.62,0.183,2.2664,2.9836,2.25,0.1637,1.9292,2.5708,16.8
49-3052.00,Motorcycle Mechanics,2.A.2.d,Monitoring,3.12,0.125,2.88,3.37,3.0,0.0,3.0,3.0,26.7
49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics,2.A.1.a,Reading Comprehension,2.88,0.125,2.63,3.12,2.62,0.183,2.2664,2.9836,21.6
49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics,2.A.1.b,Active Listening,3.12,0.125,2.88,3.37,2.75,0.1637,2.4292,3.0708,24.5
49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics,2.A.1.c,Writing,2.62,0.183,2.2664,2.9836,2.5,0.189,2.1296,2.8704,18.7
49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics,2.A.1.d,Speaking,2.88,0.125,2.63,3.12,2.5,0.189,2.1296,2.8704,20.6
49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics,2.A.1.e,Mathematics,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,11.4
49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics,2.A.1.f,Science,1.75,0.1637,1.4292,2.0708,1.12,0.295,0.5467,1.7033,5.6
49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics,2.A.2.a,Critical Thinking,3.25,0.1637,2.9292,3.5708,3.0,0.0,3.0,3.0,27.9
49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics,2.A.2.b,Active Learning,2.75,0.1637,2.4292,3.0708,2.75,0.1637,2.4292,3.0708,21.6
49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics,2.A.2.c,Learning Strategies,2.5,0.189,2.1296,2.8704,2.12,0.125,1.88,2.37,15.1
49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics,2.A.2.d,Monitoring,2.88,0.125,2.63,3.12,2.75,0.1637,2.4292,3.0708,22.6
49-3091.00,Bicycle Repairers,2.A.1.a,Reading Comprehension,3.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,25.7
49-3091.00,Bicycle Repairers,2.A.1.b,Active Listening,3.62,0.183,3.2664,3.9836,3.0,0.0,3.0,3.0,31.0
49-3091.00,Bicycle Repairers,2.A.1.c,Writing,2.75,0.1637,2.4292,3.0708,2.75,0.1637,2.4292,3.0708,21.6
49-3091.00,Bicycle Repairers,2.A.1.d,Speaking,3.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,25.7
49-3091.00,Bicycle Repairers,2.A.1.e,Mathematics,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,11.4
49-3091.00,Bicycle Repairers,2.A.1.f,Science,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
49-3091.00,Bicycle Repairers,2.A.2.a,Critical Thinking,3.5,0.189,3.1296,3.8704,3.0,0.0,3.0,3.0,30.0
49-3091.00,Bicycle Repairers,2.A.2.b,Active Learning,2.62,0.183,2.2664,2.9836,2.62,0.183,2.2664,2.9836,19.6
49-3091.00,Bicycle Repairers,2.A.2.c,Learning Strategies,2.62,0.183,2.2664,2.9836,2.25,0.1637,1.9292,2.5708,16.8
49-3091.00,Bicycle Repairers,2.A.2.d,Monitoring,2.75,0.1637,2.4292,3.0708,2.75,0.1637,2.4292,3.0708,21.6
49-3092.00,Recreational Vehicle Service Technicians,2.A.1.a,Reading Comprehension,3.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,25.7
49-3092.00,Recreational Vehicle Service Technicians,2.A.1.b,Active Listening,3.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,25.7
49-3092.00,Recreational Vehicle Service Technicians,2.A.1.c,Writing,2.62,0.183,2.2664,2.9836,2.75,0.1637,2.4292,3.0708,20.6
49-3092.00,Recreational Vehicle Service Technicians,2.A.1.d,Speaking,3.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,25.7
49-3092.00,Recreational Vehicle Service Technicians,2.A.1.e,Mathematics,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,11.4
49-3092.00,Recreational Vehicle Service Technicians,2.A.1.f,Science,1.62,0.183,1.2664,1.9836,0.62,0.183,0.2664,0.9836,2.9
49-3092.00,Recreational Vehicle Service Technicians,2.A.2.a,Critical Thinking,3.0,0.0,3.0,3.0,3.5,0.189,3.1296,3.8704,30.0
49-3092.00,Recreational Vehicle Service Technicians,2.A.2.b,Active Learning,3.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,25.7
49-3092.00,Recreational Vehicle Service Technicians,2.A.2.c,Learning Strategies,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,11.4
49-3092.00,Recreational Vehicle Service Technicians,2.A.2.d,Monitoring,2.88,0.125,2.63,3.12,3.0,0.0,3.0,3.0,24.7
49-3093.00,Tire Repairers and Changers,2.A.1.a,Reading Comprehension,2.5,0.189,2.1296,2.8704,2.0,0.0,2.0,2.0,14.3
49-3093.00,Tire Repairers and Changers,2.A.1.b,Active Listening,2.88,0.125,2.63,3.12,2.5,0.189,2.1296,2.8704,20.6
49-3093.00,Tire Repairers and Changers,2.A.1.c,Writing,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,11.4
49-3093.00,Tire Repairers and Changers,2.A.1.d,Speaking,2.75,0.1637,2.4292,3.0708,2.12,0.125,1.88,2.37,16.7
49-3093.00,Tire Repairers and Changers,2.A.1.e,Mathematics,2.0,0.0,2.0,2.0,1.75,0.1637,1.4292,2.0708,10.0
49-3093.00,Tire Repairers and Changers,2.A.1.f,Science,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
49-3093.00,Tire Repairers and Changers,2.A.2.a,Critical Thinking,2.62,0.183,2.2664,2.9836,2.12,0.125,1.88,2.37,15.9
49-3093.00,Tire Repairers and Changers,2.A.2.b,Active Learning,2.12,0.125,1.88,2.37,2.0,0.0,2.0,2.0,12.1
49-3093.00,Tire Repairers and Changers,2.A.2.c,Learning Strategies,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,11.4
49-3093.00,Tire Repairers and Changers,2.A.2.d,Monitoring,2.5,0.189,2.1296,2.8704,2.0,0.0,2.0,2.0,14.3
49-9011.00,Mechanical Door Repairers,2.A.1.a,Reading Comprehension,3.0,0.0,3.0,3.0,2.88,0.125,2.63,3.12,24.7
49-9011.00,Mechanical Door Repairers,2.A.1.b,Active Listening,3.12,0.125,2.88,3.37,3.0,0.0,3.0,3.0,26.7
49-9011.00,Mechanical Door Repairers,2.A.1.c,Writing,2.62,0.183,2.2664,2.9836,2.88,0.125,2.63,3.12,21.6
49-9011.00,Mechanical Door Repairers,2.A.1.d,Speaking,3.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,25.7
49-9011.00,Mechanical Door Repairers,2.A.1.e,Mathematics,2.5,0.189,2.1296,2.8704,2.5,0.189,2.1296,2.8704,17.9
49-9011.00,Mechanical Door Repairers,2.A.1.f,Science,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
49-9011.00,Mechanical Door Repairers,2.A.2.a,Critical Thinking,3.25,0.1637,2.9292,3.5708,3.12,0.125,2.88,3.37,29.0
49-9011.00,Mechanical Door Repairers,2.A.2.b,Active Learning,3.0,0.0,3.0,3.0,2.62,0.183,2.2664,2.9836,22.5
49-9011.00,Mechanical Door Repairers,2.A.2.c,Learning Strategies,2.25,0.1637,1.9292,2.5708,2.0,0.0,2.0,2.0,12.9
49-9011.00,Mechanical Door Repairers,2.A.2.d,Monitoring,3.0,0.189,2.6296,3.3704,2.88,0.125,2.63,3.12,24.7
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",2.A.1.a,Reading Comprehension,3.0,0.189,2.6296,3.3704,3.12,0.125,2.88,3.37,26.7
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",2.A.1.b,Active Listening,3.12,0.125,2.88,3.37,2.88,0.125,2.63,3.12,25.7
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",2.A.1.c,Writing,3.0,0.189,2.6296,3.3704,2.88,0.125,2.63,3.12,24.7
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",2.A.1.d,Speaking,3.12,0.125,2.88,3.37,3.0,0.0,3.0,3.0,26.7
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",2.A.1.e,Mathematics,2.12,0.125,1.88,2.37,1.5,0.2673,0.9762,2.0238,9.1
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",2.A.1.f,Science,1.75,0.1637,1.4292,2.0708,1.12,0.3504,0.4383,1.8117,5.6
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",2.A.2.a,Critical Thinking,3.38,0.183,3.0164,3.7336,3.12,0.125,2.88,3.37,30.1
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",2.A.2.b,Active Learning,2.88,0.125,2.63,3.12,3.0,0.0,3.0,3.0,24.7
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",2.A.2.c,Learning Strategies,2.5,0.189,2.1296,2.8704,2.38,0.183,2.0164,2.7336,17.0
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",2.A.2.d,Monitoring,3.12,0.125,2.88,3.37,3.0,0.0,3.0,3.0,26.7
49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",2.A.1.a,Reading Comprehension,3.25,0.1637,2.9292,3.5708,3.0,0.0,3.0,3.0,27.9
49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",2.A.1.b,Active Listening,3.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,25.7
49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",2.A.1.c,Writing,2.88,0.125,2.63,3.12,2.75,0.1637,2.4292,3.0708,22.6
49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",2.A.1.d,Speaking,3.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,25.7
49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",2.A.1.e,Mathematics,2.62,0.2631,2.1094,3.1406,2.62,0.2631,2.1094,3.1406,19.6
49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",2.A.1.f,Science,1.88,0.125,1.63,2.12,1.0,0.189,0.6296,1.3704,5.4
